Index,Date,Time,Counter,Load 50 kN_Filtered,Posn,LVDT1,LVDT2,Avg_LVDT,Avg_displacement
34,44712.63415,3.435474,1002,0.004176,13.481893,0.110108,0.111483,0.1107955,2.083041
35,44712.63415,3.535474,1002,0.004444,13.481999,0.11011,0.111484,0.110797,2.083041
36,44712.63416,3.635473,1002,0.004436,13.481981,0.11011,0.11148,0.110795,2.08299
37,44712.63416,3.735473,1002,0.004415,13.481887,0.110119,0.111476,0.1107975,2.083024
38,44712.63416,3.835473,1002,0.004474,13.481897,0.110116,0.111474,0.110795,2.083024
39,44712.63416,3.935473,1002,0.004642,13.481933,0.110108,0.111478,0.110793,2.083022
40,44712.63416,4.035473,1002,0.004482,13.481885,0.110112,0.111478,0.110795,2.083022
41,44712.63416,4.135473,1002,0.004258,13.481878,0.110114,0.11148,0.110797,2.083036
42,44712.63416,4.235473,1002,0.004132,13.481839,0.110106,0.111482,0.110794,2.083036
43,44712.63416,4.335473,1002,0.004211,13.481915,0.110107,0.111488,0.1107975,2.083003
44,44712.63416,4.435473,1002,0.004004,13.48187,0.110102,0.111489,0.1107955,2.083036
45,44712.63417,4.535473,1002,0.004139,13.481899,0.110105,0.111486,0.1107955,2.083036
46,44712.63417,4.635473,1002,0.004363,13.481932,0.110098,0.111493,0.1107955,2.083009
47,44712.63417,4.735472,1002,0.00433,13.481933,0.11009,0.111498,0.110794,2.083021
48,44712.63417,4.835472,1002,0.004258,13.481977,0.110088,0.111498,0.110793,2.083021
49,44712.63417,4.935472,1002,0.004459,13.481992,0.11009,0.111496,0.110793,2.082992
50,44712.63417,5.035472,1002,0.004596,13.481914,0.110094,0.111489,0.1107915,2.082992
51,44712.63417,5.135472,1002,0.004314,13.481875,0.110094,0.111481,0.1107875,2.083034
52,44712.63417,5.235472,1002,0.004052,13.481872,0.110093,0.111481,0.110787,2.083029
53,44712.63418,5.335472,1002,0.004217,13.481862,0.11009,0.111481,0.1107855,2.083029
54,44712.63418,5.435472,1002,0.004054,13.481912,0.110099,0.111478,0.1107885,2.08301
55,44712.63418,5.535472,1002,0.00428,13.481959,0.110104,0.111483,0.1107935,2.08301
56,44712.63418,5.635472,1002,0.004295,13.481965,0.110098,0.111487,0.1107925,2.082997
57,44712.63418,5.735471,1002,0.004328,13.482,0.110098,0.111487,0.1107925,2.082997
58,44712.63418,5.835471,1002,0.004487,13.482081,0.110105,0.111487,0.110796,2.082968
59,44712.63418,5.935471,1002,0.00451,13.482052,0.110097,0.111483,0.11079,2.082989
60,44712.63418,6.035471,1002,0.004374,13.481982,0.110088,0.111481,0.1107845,2.08295
61,44712.63418,6.135471,1002,0.004292,13.481957,0.1101,0.111479,0.1107895,2.08295
62,44712.63419,6.235471,1002,0.004231,13.482051,0.110109,0.111478,0.1107935,2.082985
63,44712.63419,6.335471,1002,0.004284,13.481996,0.110114,0.111478,0.110796,2.082985
64,44712.63419,6.435471,1002,0.004282,13.481902,0.11011,0.111483,0.1107965,2.082916
65,44712.63419,6.535471,1002,0.004276,13.481979,0.110107,0.111484,0.1107955,2.083006
66,44712.63419,6.635471,1002,0.004263,13.481978,0.110107,0.111483,0.110795,2.083008
67,44712.63419,6.735471,1002,0.004488,13.481994,0.110114,0.111478,0.110796,2.082942
68,44712.63419,6.83547,1002,0.0045,13.482005,0.110114,0.11148,0.110797,2.082942
69,44712.63419,6.93547,1002,0.00455,13.48195,0.110112,0.111477,0.1107945,2.083023
70,44712.63419,7.03547,1002,0.004401,13.481863,0.110115,0.111472,0.1107935,2.082993
71,44712.6342,7.13547,1002,0.004117,13.481889,0.110119,0.111479,0.110799,2.082987
72,44712.6342,7.23547,1002,0.004005,13.481943,0.110125,0.111477,0.110801,2.082989
73,44712.6342,7.33547,1002,0.00419,13.481927,0.110121,0.111476,0.1107985,2.082989
74,44712.6342,7.43547,1002,0.004075,13.481882,0.110119,0.111484,0.1108015,2.082984
75,44712.6342,7.53547,1002,0.004279,13.481866,0.110122,0.111479,0.1108005,2.082984
76,44712.6342,7.63547,1002,0.004337,13.481898,0.110115,0.111478,0.1107965,2.083017
77,44712.6342,7.73547,1002,0.004383,13.481966,0.110121,0.111471,0.110796,2.082985
78,44712.6342,7.835469,1002,0.004456,13.481877,0.11013,0.111465,0.1107975,2.082985
79,44712.63421,7.935469,1002,0.004448,13.481863,0.110127,0.111471,0.110799,2.083003
80,44712.63421,8.035469,1002,0.004417,13.481919,0.110115,0.111479,0.110797,2.083003
81,44712.63421,8.135469,1002,0.004376,13.481955,0.110113,0.111481,0.110797,2.083015
82,44712.63421,8.235469,1002,0.004296,13.481928,0.110106,0.111473,0.1107895,2.082977
83,44712.63421,8.335469,1002,0.004194,13.48189,0.110114,0.111471,0.1107925,2.082977
84,44712.63421,8.435469,1002,0.00411,13.481856,0.110112,0.111474,0.110793,2.08296
85,44712.63421,8.535469,1002,0.004416,13.481834,0.110113,0.111474,0.1107935,2.08296
86,44712.63421,8.635469,1002,0.004515,13.481848,0.110115,0.11148,0.1107975,2.08296
87,44712.63421,8.735469,1002,0.004483,13.481954,0.110115,0.111481,0.110798,2.083004
88,44712.63422,8.835469,1002,0.004726,13.481903,0.110116,0.111475,0.1107955,2.083004
89,44712.63422,8.935468,1002,0.00449,13.481872,0.110126,0.111469,0.1107975,2.082921
90,44712.63422,9.035468,1002,0.004295,13.481978,0.110115,0.111468,0.1107915,2.082953
91,44712.63422,9.135468,1002,0.00434,13.48194,0.110113,0.111467,0.11079,2.082953
92,44712.63422,9.235468,1002,0.004292,13.481913,0.110119,0.11147,0.1107945,2.08296
93,44712.63422,9.335468,1002,0.004304,13.481876,0.110109,0.111466,0.1107875,2.08299
94,44712.63422,9.435468,1002,0.00444,13.481992,0.110111,0.111466,0.1107885,2.082996
95,44712.63422,9.535468,1002,0.004216,13.481874,0.110115,0.111469,0.110792,2.082996
96,44712.63423,9.635468,1002,0.004005,13.481935,0.110114,0.111469,0.1107915,2.082952
97,44712.63423,9.735468,1002,0.00427,13.481958,0.110113,0.111476,0.1107945,2.082986
98,44712.63423,9.835468,1002,0.004356,13.482007,0.110122,0.111478,0.1108,2.082986
99,44712.63423,9.935467,1002,0.004411,13.481909,0.110136,0.111483,0.1108095,2.082956
100,44712.63423,10.035467,1002,0.004354,13.481925,0.110137,0.111485,0.110811,2.08301
101,44712.63423,10.135467,1002,0.004342,13.481909,0.110127,0.111483,0.110805,2.08301
102,44712.63423,10.235467,1002,0.004117,13.481903,0.110124,0.111486,0.110805,2.08299
103,44712.63423,10.335467,1002,0.004029,13.481996,0.11012,0.111487,0.1108035,2.08299
104,44712.63423,10.435467,1002,0.004139,13.48195,0.110121,0.111486,0.1108035,2.083011
105,44712.63424,10.535467,1002,0.00399,13.481838,0.110117,0.111489,0.110803,2.083003
106,44712.63424,10.635467,1002,0.004252,13.481903,0.110115,0.111484,0.1107995,2.083003
107,44712.63424,10.735467,1002,0.004367,13.481993,0.110124,0.111482,0.110803,2.08298
108,44712.63424,10.835467,1002,0.004327,13.48191,0.110127,0.111484,0.1108055,2.083017
109,44712.63424,10.935467,1002,0.004284,13.481845,0.110128,0.11148,0.110804,2.083025
110,44712.63424,11.035466,1002,0.004323,13.481885,0.110127,0.111474,0.1108005,2.082987
111,44712.63424,11.135466,1002,0.004398,13.481918,0.110127,0.111475,0.110801,2.082987
112,44712.63424,11.235466,1002,0.004123,13.481878,0.110128,0.111475,0.1108015,2.082997
113,44712.63424,11.335466,1002,0.004067,13.48194,0.110121,0.111479,0.1108,2.082997
114,44712.63425,11.435466,1002,0.004316,13.481924,0.110121,0.111481,0.110801,2.082979
115,44712.63425,11.535466,1002,0.004335,13.48189,0.110122,0.111476,0.110799,2.082986
116,44712.63425,11.635466,1002,0.004404,13.481994,0.110118,0.11148,0.110799,2.082986
117,44712.63425,11.735466,1002,0.004344,13.481989,0.110114,0.111488,0.110801,2.082984
118,44712.63425,11.835466,1002,0.004435,13.481956,0.110116,0.111487,0.1108015,2.082984
119,44712.63425,11.935466,1002,0.004389,13.481921,0.110123,0.111489,0.110806,2.082984
120,44712.63425,12.035465,1002,0.004376,13.481899,0.110141,0.111495,0.110818,2.082984
121,44712.63425,12.135465,1002,0.004456,13.481888,0.110163,0.111499,0.110831,2.082999
122,44712.63426,12.235465,1002,0.004444,13.481853,0.110175,0.111504,0.1108395,2.083011
123,44712.63426,12.335465,1002,0.0043,13.481844,0.110189,0.111511,0.11085,2.082994
124,44712.63426,12.435465,1002,0.004234,13.481949,0.110199,0.111517,0.110858,2.082994
125,44712.63426,12.535465,1002,0.004306,13.481833,0.110213,0.111522,0.1108675,2.082994
126,44712.63426,12.635465,1002,0.004174,13.481945,0.110226,0.111526,0.110876,2.082992
127,44712.63426,12.735465,1002,0.004252,13.481959,0.110245,0.111531,0.110888,2.083023
128,44712.63426,12.835465,1002,0.00439,13.48192,0.110261,0.111537,0.110899,2.083016
129,44712.63426,12.935465,1002,0.004386,13.48193,0.110271,0.111543,0.110907,2.083
130,44712.63426,13.035465,1002,0.004546,13.481926,0.110287,0.111549,0.110918,2.083027
131,44712.63427,13.135464,1002,0.004631,13.48193,0.110301,0.111555,0.110928,2.083027
132,44712.63427,13.235464,1002,0.004584,13.481923,0.110323,0.111557,0.11094,2.083022
133,44712.63427,13.335464,1002,0.004637,13.481961,0.110335,0.111559,0.110947,2.083022
134,44712.63427,13.435464,1002,0.004674,13.481888,0.11035,0.111567,0.1109585,2.083039
135,44712.63427,13.535464,1002,0.004623,13.481861,0.110353,0.111574,0.1109635,2.08303
136,44712.63427,13.635464,1002,0.004543,13.481918,0.110361,0.111585,0.110973,2.082992
137,44712.63427,13.735464,1002,0.004409,13.481979,0.110373,0.111592,0.1109825,2.082992
138,44712.63427,13.835464,1002,0.004592,13.481897,0.110391,0.111602,0.1109965,2.082992
139,44712.63427,13.935464,1002,0.004353,13.482008,0.110416,0.111604,0.11101,2.083003
140,44712.63428,14.035464,1002,0.004441,13.481982,0.110432,0.11161,0.111021,2.082998
141,44712.63428,14.135463,1002,0.004502,13.481928,0.110434,0.111617,0.1110255,2.082998
142,44712.63428,14.235463,1002,0.004752,13.481941,0.110446,0.111625,0.1110355,2.082991
143,44712.63428,14.335463,1002,0.004579,13.481821,0.11046,0.111633,0.1110465,2.083004
144,44712.63428,14.435463,1002,0.004329,13.481865,0.110483,0.111636,0.1110595,2.083004
145,44712.63428,14.535463,1002,0.004277,13.481945,0.110489,0.11164,0.1110645,2.082969
146,44712.63428,14.635463,1002,0.004266,13.482003,0.1105,0.11165,0.111075,2.082969
147,44712.63428,14.735463,1002,0.004183,13.481945,0.110521,0.111654,0.1110875,2.083043
148,44712.63429,14.835463,1002,0.004181,13.481962,0.110538,0.111662,0.1111,2.083012
149,44712.63429,14.935463,1002,0.004242,13.481922,0.110555,0.111671,0.111113,2.083012
150,44712.63429,15.035463,1002,0.00412,13.481882,0.110563,0.111675,0.111119,2.083
151,44712.63429,15.135463,1002,0.004334,13.481905,0.110577,0.111682,0.1111295,2.083021
152,44712.63429,15.235462,1002,0.004413,13.481901,0.110594,0.11169,0.111142,2.083028
153,44712.63429,15.335462,1002,0.004227,13.481881,0.110612,0.111695,0.1111535,2.083017
154,44712.63429,15.435462,1002,0.004275,13.481986,0.110626,0.1117,0.111163,2.083017
155,44712.63429,15.535462,1002,0.00439,13.48189,0.110638,0.111706,0.111172,2.083031
156,44712.63429,15.635462,1002,0.004296,13.481888,0.110652,0.111711,0.1111815,2.083031
157,44712.6343,15.735462,1002,0.004402,13.481977,0.110655,0.111722,0.1111885,2.083046
158,44712.6343,15.835462,1002,0.004357,13.481947,0.11067,0.11173,0.1112,2.08303
159,44712.6343,15.935462,1002,0.004553,13.482022,0.110689,0.11174,0.1112145,2.08303
160,44712.6343,16.035462,1002,0.00456,13.481973,0.110688,0.111756,0.111222,2.08301
161,44712.6343,16.135462,1002,0.004428,13.481933,0.110704,0.111759,0.1112315,2.08301
162,44712.6343,16.235461,1002,0.004296,13.481881,0.110721,0.111765,0.111243,2.083039
163,44712.6343,16.335461,1002,0.00423,13.481989,0.110728,0.111777,0.1112525,2.083029
164,44712.6343,16.435461,1002,0.004577,13.481999,0.110738,0.111782,0.11126,2.083029
165,44712.6343,16.535461,1002,0.004455,13.481919,0.110748,0.111784,0.111266,2.082985
166,44712.63431,16.635461,1002,0.004451,13.481893,0.110763,0.111789,0.111276,2.082985
167,44712.63431,16.735461,1002,0.004514,13.481922,0.110782,0.111798,0.11129,2.083023
168,44712.63431,16.835461,1002,0.004506,13.481947,0.110795,0.111812,0.1113035,2.083023
169,44712.63431,16.935461,1002,0.004318,13.482,0.110797,0.111816,0.1113065,2.08303
170,44712.63431,17.035461,1002,0.004414,13.482049,0.110816,0.111818,0.111317,2.083021
171,44712.63431,17.135461,1002,0.004448,13.481945,0.110836,0.111822,0.111329,2.083021
172,44712.63431,17.235461,1002,0.004768,13.481933,0.110853,0.11183,0.1113415,2.083008
173,44712.63431,17.33546,1002,0.004428,13.48184,0.110871,0.111833,0.111352,2.083023
174,44712.63432,17.43546,1002,0.00434,13.481936,0.110889,0.111842,0.1113655,2.083023
175,44712.63432,17.53546,1002,0.004413,13.481942,0.110901,0.111846,0.1113735,2.083024
176,44712.63432,17.63546,1002,0.004461,13.481964,0.110917,0.111845,0.111381,2.083024
177,44712.63432,17.73546,1002,0.004544,13.481874,0.110934,0.111852,0.111393,2.083041
178,44712.63432,17.83546,1002,0.004563,13.482023,0.110944,0.111856,0.1114,2.083024
179,44712.63432,17.93546,1002,0.004524,13.481976,0.110956,0.111856,0.111406,2.083024
180,44712.63432,18.03546,1002,0.004506,13.482004,0.110972,0.11186,0.111416,2.083052
181,44712.63432,18.13546,1002,0.004545,13.482013,0.110998,0.111864,0.111431,2.083042
182,44712.63432,18.23546,1002,0.004803,13.481944,0.111003,0.111872,0.1114375,2.083042
183,44712.63433,18.335459,1002,0.004645,13.481949,0.111016,0.111875,0.1114455,2.083016
184,44712.63433,18.435459,1002,0.004517,13.481983,0.11103,0.111882,0.111456,2.083016
185,44712.63433,18.535459,1002,0.004515,13.481993,0.111037,0.111898,0.1114675,2.083037
186,44712.63433,18.635459,1002,0.004371,13.482003,0.111046,0.111906,0.111476,2.083036
187,44712.63433,18.735459,1002,0.004713,13.481909,0.111054,0.111916,0.111485,2.083036
188,44712.63433,18.835459,1002,0.004805,13.481908,0.111069,0.111919,0.111494,2.083036
189,44712.63433,18.935459,1002,0.004907,13.481973,0.111091,0.111918,0.1115045,2.082938
190,44712.63433,19.035459,1002,0.004861,13.481977,0.111109,0.111924,0.1115165,2.083049
191,44712.63433,19.135459,1002,0.004693,13.482062,0.111124,0.111927,0.1115255,2.083043
192,44712.63434,19.235459,1002,0.004773,13.482149,0.111143,0.111937,0.11154,2.083043
193,44712.63434,19.335459,1002,0.004933,13.482212,0.11116,0.111948,0.111554,2.08306
194,44712.63434,19.435458,1002,0.004629,13.482027,0.111161,0.111959,0.11156,2.08306
195,44712.63434,19.535458,1002,0.004495,13.482128,0.111164,0.111966,0.111565,2.08301
196,44712.63434,19.635458,1002,0.004518,13.482137,0.111173,0.11197,0.1115715,2.083036
197,44712.63434,19.735458,1002,0.004409,13.482083,0.111185,0.111979,0.111582,2.083062
198,44712.63434,19.835458,1002,0.004438,13.482149,0.111205,0.111992,0.1115985,2.08305
199,44712.63434,19.935458,1002,0.004838,13.482114,0.111217,0.111991,0.111604,2.083019
200,44712.63435,20.035458,1002,0.004509,13.48207,0.111237,0.111993,0.111615,2.083012
201,44712.63435,20.135458,1002,0.004622,13.482199,0.111254,0.111999,0.1116265,2.083003
202,44712.63435,20.235458,1002,0.00454,13.482142,0.111278,0.112004,0.111641,2.083003
203,44712.63435,20.335458,1002,0.004625,13.48215,0.111292,0.11201,0.111651,2.083015
204,44712.63435,20.435457,1002,0.004542,13.48213,0.111299,0.112016,0.1116575,2.083024
205,44712.63435,20.535457,1002,0.004376,13.482129,0.111314,0.112026,0.11167,2.083045
206,44712.63435,20.635457,1002,0.00454,13.482328,0.111324,0.112033,0.1116785,2.083045
207,44712.63435,20.735457,1002,0.004521,13.482354,0.111341,0.112037,0.111689,2.083058
208,44712.63435,20.835457,1002,0.004371,13.48231,0.111355,0.112041,0.111698,2.08305
209,44712.63436,20.935457,1002,0.004685,13.482388,0.111367,0.112048,0.1117075,2.08305
210,44712.63436,21.035457,1002,0.004679,13.482255,0.111381,0.112058,0.1117195,2.083003
211,44712.63436,21.135457,1002,0.004652,13.48219,0.111388,0.112064,0.111726,2.082985
212,44712.63436,21.235457,1002,0.004561,13.482287,0.111399,0.112068,0.1117335,2.082985
213,44712.63436,21.335457,1002,0.004588,13.482477,0.111425,0.112068,0.1117465,2.083034
214,44712.63436,21.435457,1002,0.004508,13.482484,0.111445,0.112075,0.11176,2.083034
215,44712.63436,21.535456,1002,0.004503,13.482328,0.111451,0.112079,0.111765,2.083036
216,44712.63436,21.635456,1002,0.004492,13.482267,0.111454,0.112083,0.1117685,2.083036
217,44712.63437,21.735456,1002,0.004778,13.482309,0.11147,0.112091,0.1117805,2.083012
218,44712.63437,21.835456,1002,0.004823,13.482409,0.11149,0.112094,0.111792,2.083021
219,44712.63437,21.935456,1002,0.004847,13.48241,0.111516,0.112097,0.1118065,2.083021
220,44712.63437,22.035456,1002,0.004987,13.482417,0.111531,0.112106,0.1118185,2.083009
221,44712.63437,22.135456,1002,0.0049,13.482461,0.111552,0.112117,0.1118345,2.083009
222,44712.63437,22.235456,1002,0.004906,13.482329,0.111564,0.112121,0.1118425,2.083065
223,44712.63437,22.335456,1002,0.005266,13.482415,0.111568,0.11213,0.111849,2.083061
224,44712.63437,22.435456,1002,0.00511,13.482485,0.111575,0.112139,0.111857,2.083015
225,44712.63437,22.535455,1002,0.004772,13.482432,0.111592,0.112143,0.1118675,2.083015
226,44712.63438,22.635455,1002,0.004838,13.482407,0.111597,0.112154,0.1118755,2.082999
227,44712.63438,22.735455,1002,0.005029,13.482413,0.111611,0.11216,0.1118855,2.082999
228,44712.63438,22.835455,1002,0.004649,13.482445,0.111632,0.112166,0.111899,2.08301
229,44712.63438,22.935455,1002,0.004689,13.482452,0.111655,0.112168,0.1119115,2.08301
230,44712.63438,23.035455,1002,0.004839,13.482458,0.111666,0.112176,0.111921,2.083005
231,44712.63438,23.135455,1002,0.004963,13.482367,0.111676,0.112181,0.1119285,2.083
232,44712.63438,23.235455,1002,0.004923,13.482497,0.111695,0.112185,0.11194,2.083
233,44712.63438,23.335455,1002,0.004835,13.482567,0.111709,0.112194,0.1119515,2.083025
234,44712.63438,23.435455,1002,0.004792,13.482465,0.111728,0.112196,0.111962,2.083025
235,44712.63439,23.535455,1002,0.005016,13.482339,0.111742,0.112207,0.1119745,2.083022
236,44712.63439,23.635454,1002,0.005,13.482425,0.111756,0.112216,0.111986,2.083019
237,44712.63439,23.735454,1002,0.004985,13.48242,0.111766,0.112221,0.1119935,2.083034
238,44712.63439,23.835454,1002,0.005004,13.482319,0.111768,0.112226,0.111997,2.083034
239,44712.63439,23.935454,1002,0.00501,13.482434,0.111784,0.112233,0.1120085,2.083025
240,44712.63439,24.035454,1002,0.004713,13.48237,0.111809,0.112233,0.112021,2.083011
241,44712.63439,24.135454,1002,0.004944,13.482444,0.111821,0.112243,0.112032,2.083028
242,44712.63439,24.235454,1002,0.004799,13.482404,0.11183,0.112248,0.112039,2.083028
243,44712.6344,24.335454,1002,0.004989,13.482485,0.11185,0.112251,0.1120505,2.083033
244,44712.6344,24.435454,1002,0.005083,13.482406,0.111861,0.112254,0.1120575,2.083033
245,44712.6344,24.535454,1002,0.004879,13.482403,0.111873,0.112265,0.112069,2.083002
246,44712.6344,24.635453,1002,0.004809,13.482272,0.111884,0.112274,0.112079,2.082971
247,44712.6344,24.735453,1002,0.004782,13.482384,0.111899,0.11228,0.1120895,2.082983
248,44712.6344,24.835453,1002,0.004738,13.48244,0.111916,0.112283,0.1120995,2.083027
249,44712.6344,24.935453,1002,0.00461,13.482467,0.11192,0.11229,0.112105,2.08299
250,44712.6344,25.035453,1002,0.005127,13.482366,0.111925,0.112304,0.1121145,2.08299
251,44712.6344,25.135453,1002,0.005138,13.48244,0.111947,0.112307,0.112127,2.082987
252,44712.63441,25.235453,1002,0.005087,13.482428,0.111959,0.112315,0.112137,2.082996
253,44712.63441,25.335453,1002,0.005301,13.482454,0.111966,0.112323,0.1121445,2.082996
254,44712.63441,25.435453,1002,0.005255,13.482441,0.111976,0.112329,0.1121525,2.082996
255,44712.63441,25.535453,1002,0.005239,13.48236,0.11198,0.112341,0.1121605,2.08299
256,44712.63441,25.635453,1002,0.005142,13.482415,0.11199,0.112352,0.112171,2.082984
257,44712.63441,25.735452,1002,0.004847,13.482376,0.112009,0.112353,0.112181,2.082981
258,44712.63441,25.835452,1002,0.004889,13.48243,0.11203,0.112352,0.112191,2.082996
259,44712.63441,25.935452,1002,0.005003,13.482326,0.112048,0.112363,0.1122055,2.082998
260,44712.63441,26.035452,1002,0.005279,13.482362,0.112062,0.11237,0.112216,2.082998
261,44712.63442,26.135452,1002,0.005073,13.482289,0.112077,0.11238,0.1122285,2.082987
262,44712.63442,26.235452,1002,0.005142,13.48239,0.112097,0.112386,0.1122415,2.082998
263,44712.63442,26.335452,1002,0.005381,13.48228,0.112098,0.112397,0.1122475,2.082998
264,44712.63442,26.435452,1002,0.005371,13.482266,0.112116,0.112398,0.112257,2.082998
265,44712.63442,26.535452,1002,0.00518,13.482409,0.112138,0.112397,0.1122675,2.082967
266,44712.63442,26.635452,1002,0.005269,13.48236,0.112155,0.112398,0.1122765,2.083034
267,44712.63442,26.735451,1002,0.005022,13.482424,0.112164,0.112401,0.1122825,2.082996
268,44712.63442,26.835451,1002,0.004855,13.482381,0.112174,0.1124,0.112287,2.082996
269,44712.63443,26.935451,1002,0.005064,13.482411,0.112191,0.112413,0.112302,2.082993
270,44712.63443,27.035451,1002,0.005057,13.48237,0.112204,0.112423,0.1123135,2.082993
271,44712.63443,27.135451,1002,0.005028,13.482445,0.112224,0.112431,0.1123275,2.082993
272,44712.63443,27.235451,1002,0.005033,13.482427,0.112238,0.11244,0.112339,2.082997
273,44712.63443,27.335451,1002,0.004932,13.482361,0.112246,0.112452,0.112349,2.083012
274,44712.63443,27.435451,1002,0.004712,13.482478,0.112254,0.112459,0.1123565,2.083006
275,44712.63443,27.535451,1002,0.005069,13.482422,0.112262,0.112462,0.112362,2.082971
276,44712.63443,27.635451,1002,0.005541,13.482425,0.112286,0.112455,0.1123705,2.08294
277,44712.63443,27.735451,1002,0.005246,13.48252,0.112295,0.112462,0.1123785,2.08301
278,44712.63444,27.83545,1002,0.004637,13.482333,0.112306,0.112471,0.1123885,2.08301
279,44712.63444,27.93545,1002,0.004556,13.482453,0.112321,0.112477,0.112399,2.082974
280,44712.63444,28.03545,1002,0.004627,13.482418,0.112337,0.112482,0.1124095,2.082974
281,44712.63444,28.13545,1002,0.004888,13.482386,0.112353,0.112486,0.1124195,2.082962
282,44712.63444,28.23545,1002,0.00517,13.482378,0.112375,0.11249,0.1124325,2.082993
283,44712.63444,28.33545,1002,0.005517,13.482457,0.112396,0.112498,0.112447,2.082993
284,44712.63444,28.43545,1002,0.005411,13.48235,0.112414,0.112507,0.1124605,2.08301
285,44712.63444,28.53545,1002,0.005326,13.482521,0.112432,0.11251,0.112471,2.083033
286,44712.63444,28.63545,1002,0.005402,13.48247,0.112437,0.112518,0.1124775,2.083021
287,44712.63445,28.73545,1002,0.005365,13.482506,0.112454,0.112524,0.112489,2.083021
288,44712.63445,28.835449,1002,0.005595,13.482723,0.112472,0.112529,0.1125005,2.083043
289,44712.63445,28.935449,1002,0.005428,13.482587,0.112493,0.112537,0.112515,2.08301
290,44712.63445,29.035449,1002,0.005249,13.482682,0.1125,0.112548,0.112524,2.082997
291,44712.63445,29.135449,1002,0.005309,13.482885,0.112512,0.112557,0.1125345,2.083033
292,44712.63445,29.235449,1002,0.005372,13.482893,0.112521,0.112568,0.1125445,2.083033
293,44712.63445,29.335449,1002,0.005506,13.482796,0.112536,0.112573,0.1125545,2.083049
294,44712.63445,29.435449,1002,0.00546,13.482905,0.112544,0.112581,0.1125625,2.083015
295,44712.63446,29.535449,1002,0.005144,13.482989,0.112562,0.112585,0.1125735,2.083017
296,44712.63446,29.635449,1002,0.005432,13.482866,0.112579,0.112587,0.112583,2.083027
297,44712.63446,29.735449,1002,0.005688,13.482979,0.112581,0.112593,0.112587,2.083027
