Index,Date-Time,Time,Counter,Load 50 kN_Filtered,Posn_Filtered,LVDT1_Filtered,LVDT2_Filtered,Avg_LVDT,Avg_displacement_Filtered
0,25/04/2022,0,996,-0.218065,15.258247,0.078654,0.081294,0.079974,2.082966
1,25/04/2022,0.129683,996,-0.212568,15.258305,0.079376,0.081425,0.0804005,2.08298
2,25/04/2022,0.229683,996,-0.216515,15.258211,0.078902,0.081361,0.0801315,2.08298
3,25/04/2022,0.329683,996,-0.217605,15.258227,0.078762,0.081331,0.0800465,2.082987
4,25/04/2022,0.429683,996,-0.212319,15.258127,0.079442,0.08147,0.080456,2.082987
5,25/04/2022,0.529683,996,-0.214536,15.258252,0.079229,0.081494,0.0803615,2.083005
6,25/04/2022,0.629683,996,-0.218855,15.258234,0.078618,0.081395,0.0800065,2.082963
7,25/04/2022,0.729683,996,-0.215943,15.258164,0.078965,0.08144,0.0802025,2.082972
8,25/04/2022,0.829683,996,-0.212769,15.258229,0.079341,0.081519,0.08043,2.082972
9,25/04/2022,0.929682,996,-0.216176,15.258273,0.078937,0.081464,0.0802005,2.083
10,25/04/2022,1.029682,996,-0.217637,15.258192,0.078736,0.08142,0.080078,2.083006
11,25/04/2022,1.129682,996,-0.214615,15.258184,0.079155,0.081485,0.08032,2.082997
12,25/04/2022,1.229682,996,-0.2147,15.258251,0.079152,0.081491,0.0803215,2.082997
13,25/04/2022,1.329682,996,-0.219062,15.258315,0.078589,0.081396,0.0799925,2.082987
14,25/04/2022,1.429682,996,-0.217795,15.258147,0.078722,0.081409,0.0800655,2.083023
15,25/04/2022,1.529682,996,-0.213975,15.258134,0.079206,0.081488,0.080347,2.083023
16,25/04/2022,1.629682,996,-0.217364,15.258172,0.078801,0.08143,0.0801155,2.082989
17,25/04/2022,1.729682,996,-0.219956,15.258208,0.078467,0.08137,0.0799185,2.083012
18,25/04/2022,1.829682,996,-0.215327,15.258118,0.079038,0.081458,0.080248,2.083035
19,25/04/2022,1.929682,996,-0.213305,15.258116,0.079313,0.081504,0.0804085,2.083
20,25/04/2022,2.029681,996,-0.217501,15.258259,0.078819,0.081436,0.0801275,2.082974
21,25/04/2022,2.129681,996,-0.217183,15.258274,0.078857,0.081436,0.0801465,2.082992
22,25/04/2022,2.229681,996,-0.213151,15.258172,0.079341,0.081513,0.080427,2.083
23,25/04/2022,2.329681,996,-0.215958,15.25818,0.079,0.081464,0.080232,2.083
24,25/04/2022,2.429681,996,-0.219619,15.25829,0.078521,0.081375,0.079948,2.083006
25,25/04/2022,2.529681,996,-0.216773,15.258153,0.078903,0.081432,0.0801675,2.083017
26,25/04/2022,2.629681,996,-0.213791,15.258196,0.079303,0.081504,0.0804035,2.083027
27,25/04/2022,2.729681,996,-0.218193,15.258154,0.078681,0.081407,0.080044,2.083027
28,25/04/2022,2.829681,996,-0.21808,15.258198,0.078673,0.081391,0.080032,2.083008
29,25/04/2022,2.929681,996,-0.21336,15.258205,0.079332,0.081499,0.0804155,2.08299
30,25/04/2022,3.02968,996,-0.216482,15.258326,0.078917,0.081447,0.080182,2.082981
31,25/04/2022,3.12968,996,-0.220439,15.258283,0.078327,0.081327,0.079827,2.08301
32,25/04/2022,3.22968,996,-0.215976,15.258241,0.078889,0.081404,0.0801465,2.083008
33,25/04/2022,3.32968,996,-0.213119,15.258331,0.079322,0.081498,0.08041,2.083008
34,25/04/2022,3.42968,996,-0.218435,15.258311,0.078657,0.081393,0.080025,2.083008
35,25/04/2022,3.52968,996,-0.217915,15.25824,0.078664,0.081377,0.0800205,2.083004
36,25/04/2022,3.62968,996,-0.212945,15.258214,0.079312,0.081484,0.080398,2.083002
37,25/04/2022,3.72968,996,-0.215927,15.258191,0.078982,0.081446,0.080214,2.082999
38,25/04/2022,3.82968,996,-0.219317,15.258228,0.078514,0.081375,0.0799445,2.082975
39,25/04/2022,3.92968,996,-0.21509,15.258195,0.07906,0.081446,0.080253,2.082987
40,25/04/2022,4.02968,996,-0.213399,15.258313,0.07927,0.081488,0.080379,2.083012
41,25/04/2022,4.129679,996,-0.218207,15.258269,0.078688,0.081392,0.08004,2.083012
42,25/04/2022,4.229679,996,-0.216862,15.258139,0.078866,0.081405,0.0801355,2.083016
43,25/04/2022,4.329679,996,-0.213511,15.25826,0.07928,0.081483,0.0803815,2.083016
44,25/04/2022,4.429679,996,-0.217567,15.258281,0.078732,0.081402,0.080067,2.083009
45,25/04/2022,4.529679,996,-0.219,15.258249,0.078515,0.081354,0.0799345,2.083009
46,25/04/2022,4.629679,996,-0.214012,15.258263,0.07921,0.081464,0.080337,2.082994
47,25/04/2022,4.729679,996,-0.214998,15.258188,0.079096,0.081458,0.080277,2.082999
48,25/04/2022,4.829679,996,-0.219175,15.25811,0.078526,0.081364,0.079945,2.082999
49,25/04/2022,4.929679,996,-0.216072,15.258143,0.078917,0.081417,0.080167,2.08301
50,25/04/2022,5.029679,996,-0.212972,15.258179,0.079305,0.081486,0.0803955,2.08301
51,25/04/2022,5.129678,996,-0.217719,15.258156,0.078672,0.081391,0.0800315,2.083045
52,25/04/2022,5.229678,996,-0.21858,15.258255,0.078553,0.081357,0.079955,2.083034
