Index,Date-Time,Time,Counter,Load 50 kN_Filtered,Posn_Filtered,LVDT1_Filtered,LVDT2_Filtered,Avg_LVDT,Avg_displacement_Filtered
0,25/04/2022,0,997,0.00014,15.258131,0.186492,0.188673,0.1875825,2.083033
1,25/04/2022,0.115795,997,-0.000177,15.258185,0.1867,0.188712,0.187706,2.083021
2,25/04/2022,0.215795,997,-0.000327,15.258208,0.186495,0.188679,0.187587,2.083021
3,25/04/2022,0.315794,997,-0.000244,15.258162,0.186713,0.188709,0.187711,2.083019
4,25/04/2022,0.415794,997,-0.000045,15.258098,0.186392,0.18866,0.187526,2.083043
5,25/04/2022,0.515794,997,0.00003,15.25809,0.186545,0.188686,0.1876155,2.083043
6,25/04/2022,0.615794,997,-0.000359,15.258074,0.186582,0.188681,0.1876315,2.083027
7,25/04/2022,0.715794,997,-0.00016,15.258069,0.186232,0.18862,0.187426,2.083047
8,25/04/2022,0.815794,997,-0.000148,15.25811,0.186454,0.188657,0.1875555,2.083052
9,25/04/2022,0.915794,997,-0.000059,15.258111,0.186429,0.188653,0.187541,2.083019
10,25/04/2022,1.015794,997,0.000121,15.2581,0.186398,0.188641,0.1875195,2.083041
11,25/04/2022,1.115794,997,0.000419,15.258116,0.186662,0.18868,0.187671,2.083081
12,25/04/2022,1.215794,997,0.000499,15.258132,0.186516,0.188662,0.187589,2.083071
13,25/04/2022,1.315794,997,0.000365,15.258137,0.186416,0.18865,0.187533,2.083055
14,25/04/2022,1.415793,997,-0.000098,15.258091,0.186839,0.188721,0.18778,2.083016
15,25/04/2022,1.515793,997,-0.000096,15.258114,0.186634,0.188689,0.1876615,2.083016
16,25/04/2022,1.615793,997,-0.000049,15.25819,0.186804,0.188718,0.187761,2.083049
17,25/04/2022,1.715793,997,-0.000354,15.258038,0.186309,0.188625,0.187467,2.083065
18,25/04/2022,1.815793,997,0.000031,15.258171,0.186529,0.188661,0.187595,2.083062
19,25/04/2022,1.915793,997,0.000036,15.25815,0.186717,0.188695,0.187706,2.083059
20,25/04/2022,2.015793,997,-0.000187,15.2582,0.186603,0.188683,0.187643,2.083059
21,25/04/2022,2.115793,997,-0.0002,15.258101,0.186469,0.188658,0.1875635,2.083041
22,25/04/2022,2.215793,997,-0.000598,15.258199,0.186689,0.188692,0.1876905,2.083041
23,25/04/2022,2.315793,997,-0.000542,15.258227,0.186539,0.188667,0.187603,2.08303
24,25/04/2022,2.415792,997,-0.000692,15.258224,0.18671,0.188701,0.1877055,2.083065
25,25/04/2022,2.515792,997,-0.000743,15.258186,0.186493,0.188668,0.1875805,2.083062
26,25/04/2022,2.615792,997,-0.000428,15.25809,0.186232,0.188626,0.187429,2.083062
27,25/04/2022,2.715792,997,-0.000096,15.25813,0.186145,0.188611,0.187378,2.08305
28,25/04/2022,2.815792,997,-0.000323,15.258205,0.186439,0.18866,0.1875495,2.08305
29,25/04/2022,2.915792,997,-0.000132,15.258165,0.186682,0.188701,0.1876915,2.08306
30,25/04/2022,3.015792,997,-0.000149,15.258121,0.186432,0.188653,0.1875425,2.08306
31,25/04/2022,3.115792,997,0.000277,15.258137,0.186367,0.188643,0.187505,2.083091
32,25/04/2022,3.215792,997,0.000509,15.258253,0.186598,0.188682,0.18764,2.083048
33,25/04/2022,3.315792,997,0.000163,15.258284,0.186472,0.188659,0.1875655,2.083048
34,25/04/2022,3.415792,997,-0.000265,15.258211,0.186616,0.188689,0.1876525,2.08304
35,25/04/2022,3.515791,997,-0.000273,15.258208,0.186542,0.188681,0.1876115,2.083058
36,25/04/2022,3.615791,997,-0.000202,15.258091,0.186257,0.188627,0.187442,2.083065
37,25/04/2022,3.715791,997,-0.000165,15.25817,0.186547,0.188663,0.187605,2.083019
38,25/04/2022,3.815791,997,-0.000385,15.25815,0.186389,0.18864,0.1875145,2.083019
39,25/04/2022,3.915791,997,-0.000647,15.258181,0.186714,0.188702,0.187708,2.083017
40,25/04/2022,4.015791,997,-0.000246,15.258197,0.186556,0.188673,0.1876145,2.083043
41,25/04/2022,4.115791,997,-0.000145,15.258199,0.186368,0.18864,0.187504,2.083052
42,25/04/2022,4.215791,997,0.000185,15.258162,0.186464,0.18866,0.187562,2.083053
43,25/04/2022,4.315791,997,0.000015,15.258235,0.18641,0.188648,0.187529,2.083059
44,25/04/2022,4.415791,997,-0.000324,15.258178,0.186107,0.188598,0.1873525,2.083059
45,25/04/2022,4.51579,997,-0.000471,15.258205,0.186236,0.188617,0.1874265,2.083059
46,25/04/2022,4.61579,997,-0.000096,15.258247,0.186484,0.188654,0.187569,2.083041
47,25/04/2022,4.71579,997,-0.000208,15.258166,0.186493,0.18866,0.1875765,2.08304
48,25/04/2022,4.81579,997,-0.000232,15.258137,0.186703,0.18869,0.1876965,2.083042
49,25/04/2022,4.91579,997,0.000292,15.258169,0.186726,0.188687,0.1877065,2.083042
50,25/04/2022,5.01579,997,0.000501,15.258182,0.186728,0.18869,0.187709,2.083042
51,25/04/2022,5.11579,997,0.000379,15.258204,0.186487,0.188651,0.187569,2.083062
52,25/04/2022,5.21579,997,0.000694,15.258143,0.186576,0.188665,0.1876205,2.083035
53,25/04/2022,5.31579,997,0.000683,15.258132,0.186495,0.188652,0.1875735,2.083035
54,25/04/2022,5.41579,997,0.000329,15.258151,0.186294,0.188629,0.1874615,2.083019
55,25/04/2022,5.51579,997,0.000326,15.258168,0.18661,0.188684,0.187647,2.083017
56,25/04/2022,5.615789,997,0.00021,15.258223,0.186694,0.188698,0.187696,2.083017
57,25/04/2022,5.715789,997,0.000034,15.258185,0.186386,0.188651,0.1875185,2.083025
58,25/04/2022,5.815789,997,-0.000315,15.258203,0.186494,0.188676,0.187585,2.083029
59,25/04/2022,5.915789,997,-0.000514,15.258175,0.186594,0.1887,0.187647,2.083052
60,25/04/2022,6.015789,997,-0.000349,15.258174,0.186345,0.188662,0.1875035,2.08304
61,25/04/2022,6.115789,997,-0.000303,15.258166,0.186291,0.188651,0.187471,2.083065
62,25/04/2022,6.215789,997,-0.000367,15.258191,0.186556,0.188684,0.18762,2.083065
63,25/04/2022,6.315789,997,-0.000295,15.258193,0.186189,0.18862,0.1874045,2.083064
64,25/04/2022,6.415789,997,-0.000036,15.258228,0.186274,0.188626,0.18745,2.083064
65,25/04/2022,6.515789,997,-0.000061,15.258256,0.186108,0.188604,0.187356,2.083064
66,25/04/2022,6.615788,997,0.000711,15.258197,0.18649,0.188666,0.187578,2.083047
67,25/04/2022,6.715788,997,0.000024,15.258221,0.186477,0.188662,0.1875695,2.083064
68,25/04/2022,6.815788,997,-0.000245,15.258228,0.186115,0.188606,0.1873605,2.08307
69,25/04/2022,6.915788,997,-0.000058,15.258175,0.186101,0.188595,0.187348,2.08307
70,25/04/2022,7.015788,997,0.000159,15.258209,0.186194,0.188614,0.187404,2.083056
71,25/04/2022,7.115788,997,0.000319,15.258223,0.186548,0.188676,0.187612,2.08303
72,25/04/2022,7.215788,997,0.000439,15.25819,0.186617,0.188681,0.187649,2.08307
73,25/04/2022,7.315788,997,0.000126,15.258212,0.186431,0.188648,0.1875395,2.083045
74,25/04/2022,7.415788,997,-0.000027,15.258255,0.186172,0.188609,0.1873905,2.083045
75,25/04/2022,7.515788,997,-0.000335,15.258154,0.186526,0.188663,0.1875945,2.083047
